time,seconds_elapsed,z,y,x
1667915995792200700,0.03920068359375,-0.5270565152168274,0.32344913482666016,-0.31334713101387024
1667915995802275600,0.049275634765625,-0.47462475299835205,0.24470144510269165,-0.3821682035923004
1667915995812350700,0.059350830078125,-0.4165036678314209,0.11669820547103882,-0.4169014096260071
1667915995822425600,0.069425537109375,-0.3450179398059845,-0.050824590027332306,-0.41565513610839844
1667915995832500700,0.079500732421875,-0.263842910528183,-0.2313682734966278,-0.3844096064567566
1667915995842576000,0.089575927734375,-0.21062071621418,-0.3496370017528534,-0.3298582136631012
1667915995852650800,0.099650634765625,-0.19919335842132568,-0.38591936230659485,-0.25117141008377075
1667915995862724900,0.109724853515625,-0.21699611842632294,-0.293874591588974,-0.1709345430135727
1667915995872799700,0.1197998046875,-0.2233850359916687,-0.11820849031209946,-0.09074010699987411
1667915995882874600,0.12987451171875,-0.23566704988479614,0.11236634105443954,-0.009093969129025936
1667915995892949500,0.139949462890625,-0.26351121068000793,0.32239094376564026,0.07365044951438904
1667915995903024600,0.150024658203125,-0.306572824716568,0.42242199182510376,0.14889851212501526
1667915995913099800,0.160099853515625,-0.3184039294719696,0.42135539650917053,0.21802273392677307
1667915995923174700,0.170174560546875,-0.30314427614212036,0.3633194863796234,0.2745038866996765
1667915995933248800,0.180248779296875,-0.29188576340675354,0.3436794877052307,0.31232741475105286
1667915995943323600,0.19032373046875,-0.2910771369934082,0.36003559827804565,0.3276042938232422
1667915995953398800,0.200398681640625,-0.3174091577529907,0.3835238814353943,0.31288474798202515
1667915995963474000,0.210473876953125,-0.3651573956012726,0.3486267328262329,0.2679765522480011
1667915995973548500,0.220548583984375,-0.3998136520385742,0.24690598249435425,0.17603304982185364
1667915995983623700,0.230623779296875,-0.43210238218307495,0.15903691947460175,0.05898289009928703
1667915995993698600,0.240698486328125,-0.4808659255504608,0.10243277251720428,-0.06440216302871704
1667915996003772700,0.250772705078125,-0.5258824825286865,0.1349097043275833,-0.18814398348331451
1667915996013847600,0.26084765625,-0.5438045263290405,0.26747626066207886,-0.2817716896533966
1667915996023922700,0.270922607421875,-0.5545362234115601,0.46820855140686035,-0.33690977096557617
1667915996033997800,0.280997802734375,-0.5520174503326416,0.5865088105201721,-0.34768012166023254
1667915996044072700,0.29107275390625,-0.5423252582550049,0.5636008977890015,-0.3307246267795563
1667915996054147800,0.30114794921875,-0.5441710948944092,0.43012672662734985,-0.2959839701652527
1667915996064222500,0.311222412109375,-0.5539841651916504,0.19953612983226776,-0.25886720418930054
1667915996074296800,0.321296875,-0.5871607065200806,-0.08072294294834137,-0.23764684796333313
1667915996084371700,0.331371826171875,-0.6364701986312866,-0.3635365068912506,-0.2316339910030365
1667915996094446600,0.341446533203125,-0.664527952671051,-0.5937875509262085,-0.22443200647830963
1667915996104521700,0.351521728515625,-0.6838420629501343,-0.7349472045898438,-0.2211836874485016
1667915996114596600,0.3615966796875,-0.694322407245636,-0.7341440320014954,-0.2158203423023224
1667915996124671700,0.371671630859375,-0.6916376352310181,-0.60228031873703,-0.2014177441596985
1667915996134745600,0.38174560546875,-0.6730852723121643,-0.4314585030078888,-0.1790759414434433
1667915996144820700,0.39182080078125,-0.6438851356506348,-0.29188358783721924,-0.13970628380775452
1667915996154896000,0.401895751953125,-0.6086155772209167,-0.2030341476202011,-0.09017122536897659
1667915996164970800,0.411970703125,-0.5653632283210754,-0.14841805398464203,-0.03366953134536743
1667915996175045600,0.422045654296875,-0.5366788506507874,-0.052630797028541565,0.034907929599285126
1667915996185120500,0.43212060546875,-0.5449545979499817,0.008933120407164097,0.10034624487161636
1667915996195195600,0.442195556640625,-0.5827538967132568,0.007836163975298405,0.15380068123340607
1667915996205269500,0.45226953125,-0.6448708176612854,-0.0564768984913826,0.17999717593193054
1667915996215344600,0.4623447265625,-0.6970336437225342,-0.1271132528781891,0.19727389514446259
1667915996225419800,0.472419677734375,-0.7292363047599792,-0.1652171015739441,0.19426774978637695
1667915996235494700,0.48249462890625,-0.7497703433036804,-0.16153208911418915,0.15709081292152405
1667915996245569800,0.49256982421875,-0.7573810815811157,-0.015424950048327446,0.1108177900314331
1667915996255644700,0.502644775390625,-0.7452030181884766,0.198462575674057,0.06125343590974808
1667915996265719600,0.512719482421875,-0.7276782393455505,0.3773069381713867,0.02635447308421135
1667915996275793700,0.522793701171875,-0.710394024848938,0.46502429246902466,0.006535761058330536
1667915996285868500,0.53286865234375,-0.7034062743186951,0.47211751341819763,0.009747134521603584
1667915996295943700,0.542943603515625,-0.7334347367286682,0.43468600511550903,0.03717369958758354
1667915996306018600,0.5530185546875,-0.7677724361419678,0.35668906569480896,0.07913492619991302
1667915996316093700,0.56309375,-0.8065602779388428,0.238236203789711,0.1145765408873558
1667915996326168800,0.5731689453125,-0.830305814743042,0.17652547359466553,0.1399223506450653
1667915996336242700,0.58324267578125,-0.8203061819076538,0.20774172246456146,0.15501634776592255
1667915996346317600,0.593317626953125,-0.8090004920959473,0.28319188952445984,0.16142360866069794
1667915996356392700,0.603392822265625,-0.8000983595848083,0.3422227203845978,0.15792688727378845
1667915996366467800,0.6134677734375,-0.7684224843978882,0.342699259519577,0.14232584834098816
1667915996376542500,0.62354248046875,-0.7163171768188477,0.4127422571182251,0.12449625879526138
1667915996386617600,0.63361767578125,-0.6973220109939575,0.5430138111114502,0.0996495932340622
1667915996396692500,0.6436923828125,-0.7430276870727539,0.622077465057373,0.05589385703206062
1667915996406766600,0.6537666015625,-0.8348602652549744,0.6850594282150269,-0.004948387388139963
1667915996416841500,0.663841552734375,-0.9241030216217041,0.7968744039535522,-0.07630379498004913
1667915996426916600,0.67391650390625,-1.0053671598434448,0.9138059020042419,-0.14511838555335999
1667915996436991700,0.68399169921875,-1.0734009742736816,0.9975511431694031,-0.21290995180606842
1667915996447066600,0.694066650390625,-1.1494481563568115,0.960020124912262,-0.2823958694934845
1667915996457141800,0.704141845703125,-1.1643532514572144,0.6123388409614563,-0.2468373328447342
1667915996467215600,0.714215576171875,-0.9558559656143188,0.6997637748718262,-0.2052507996559143
1667915996477290800,0.724290771484375,-0.672066330909729,0.73647540807724,-0.16133368015289307
1667915996487365600,0.73436572265625,-0.42949557304382324,0.9614343047142029,-0.10005903989076614
1667915996497440500,0.7444404296875,-0.2504299581050873,1.1297335624694824,-0.03619297593832016
1667915996507515600,0.754515625,-0.16371546685695648,1.2426278591156006,0.023893430829048157
1667915996517590500,0.764590576171875,-0.1768975853919983,1.2525757551193237,0.06909260153770447
1667915996527665700,0.774665771484375,-0.2509832978248596,1.1966440677642822,0.10673614591360092
1667915996537739500,0.784739501953125,-0.35977211594581604,1.1669846773147583,0.1185493990778923
1667915996547814700,0.794814697265625,-0.44330042600631714,1.1536402702331543,0.10345686227083206
1667915996557889800,0.804889892578125,-0.49192413687705994,1.1211435794830322,0.09489453583955765
1667915996567964700,0.814964599609375,-0.5140652656555176,1.0721384286880493,0.1263125091791153
1667915996578039600,0.82503955078125,-0.5598388910293579,0.9806500673294067,0.19261537492275238
1667915996588114400,0.835114501953125,-0.6554917097091675,0.8435086607933044,0.27313852310180664
1667915996598188500,0.8451884765625,-0.8014627695083618,0.7146987318992615,0.33764535188674927
1667915996608263400,0.855263427734375,-0.9536867141723633,0.6242691874504089,0.3528546988964081
1667915996618338600,0.865338623046875,-1.0675959587097168,0.5415405035018921,0.34481969475746155
1667915996628413700,0.87541357421875,-1.1456220149993896,0.4183180630207062,0.3201923668384552
1667915996638488600,0.885488525390625,-1.1838066577911377,0.31108373403549194,0.24901939928531647
1667915996648563700,0.895563720703125,-1.1477099657058716,0.32458946108818054,0.12937551736831665
1667915996658638600,0.905638671875,-1.0061088800430298,0.45293518900871277,-0.021218519657850266
1667915996668712700,0.915712646484375,-0.7593989372253418,0.6722862720489502,-0.164442241191864
1667915996678787600,0.92578759765625,-0.4767470359802246,0.8714073896408081,-0.2994011342525482
1667915996688862500,0.935862548828125,-0.27324825525283813,0.9251946806907654,-0.4147825539112091
1667915996698937600,0.9459375,-0.2014332115650177,0.9112375974655151,-0.5041787624359131
1667915996709012500,0.956012451171875,-0.23097340762615204,0.8928897380828857,-0.553187370300293
1667915996719087600,0.966087646484375,-0.347446471452713,0.8764902353286743,-0.5822076201438904
1667915996729162800,0.976162841796875,-0.48752740025520325,0.8246914744377136,-0.5996257662773132
1667915996739236600,0.986236572265625,-0.6022925972938538,0.690159797668457,-0.6197482943534851
1667915996749311700,0.996311767578125,-0.6757601499557495,0.5195267796516418,-0.6291801929473877
1667915996759386600,1.00638671875,-0.7184711694717407,0.36169397830963135,-0.6005876660346985
1667915996769461500,1.01646142578125,-0.7463583946228027,0.20865599811077118,-0.5431236624717712
1667915996779536600,1.02653662109375,-0.770681619644165,0.12629294395446777,-0.4598550796508789
1667915996789611500,1.036611572265625,-0.809463381767273,0.15029454231262207,-0.3757934272289276
