time,seconds_elapsed,rotationRateX,rotationRateY,rotationRateZ,gravityX,gravityY,gravityZ,accelerationX,accelerationY,accelerationZ,quaternionW,quaternionX,quaternionY,quaternionZ
1667915995882589700,0.129589599609375,-0.03654071316123009,0.006924406159669161,0.028967296704649925,0.3253718316555023,0.12358417361974716,-0.9374753832817078,0.00041860342025756836,-0.014926329255104065,0.004064738750457764,0.9842446804342561,-0.06278122689440914,0.16529011402015414,0
1667915995892563000,0.13956298828125,-0.03879108652472496,0.0056642815470695496,0.023515161126852036,0.32573723793029785,0.12400546669960022,-0.9372928738594055,-0.005394250154495239,-0.01743808388710022,0.0011966824531555176,0.9841984505503042,-0.06299820177258511,0.165483518030968,-5.551115123125783e-17
1667915995902537000,0.149536865234375,-0.02657383494079113,0.003135344013571739,0.033558472990989685,0.32601845264434814,0.12477057427167892,-0.9370935559272766,-0.01266402006149292,-0.012038655579090118,0.0035303235054016113,0.9841478125134908,-0.06341209208918928,0.16562651114619556,0.0001303269335829471
1667915995912511000,0.159510986328125,0.013059061020612717,0.019367709755897522,0.03367423266172409,0.3261238932609558,0.12499604374170303,-0.9370267987251282,-0.011838644742965698,0.0031320080161094666,-0.0006410479545593262,0.9841308079786666,-0.06355332447550441,0.16567310488161782,0.00028226523844709916
1667915995922484000,0.16948388671875,0.06258959323167801,0.03938296064734459,0.02615027129650116,0.32622671127319336,0.12445000559091568,-0.9370636940002441,-0.004815638065338135,0.012375541031360626,0.0010132789611816406,0.9841400719122615,-0.06329418591974745,0.16571665646787576,0.0003942927299129817
1667915995932458000,0.1794580078125,0.07359031587839127,0.03712788224220276,0.02013256959617138,0.32625019550323486,0.12333807349205017,-0.937202513217926,0.005384296178817749,0.005369797348976135,-0.0037001967430114746,0.9841753740213066,-0.06273610843483961,0.16571942051706298,0.0004483290132053508
1667915995942431000,0.189430908203125,0.04520980641245842,0.02967449277639389,0.023702803999185562,0.3264850378036499,0.1222749575972557,-0.9372600317001343,0.01259574294090271,-0.021231256425380707,-0.004146218299865723,0.9841899499886906,-0.06220704140513276,0.16583205044046506,0.000519002809041047
1667915995952405000,0.199405029296875,-0.010709119960665703,0.014352395199239254,0.031002793461084366,0.32689952850341797,0.12167716771364212,-0.9371933341026306,0.011021584272384644,-0.03552605211734772,-0.004853785037994385,0.9841729436187783,-0.06192736693101487,0.1660371239237089,0.0006543981522908471
1667915995962377700,0.209377685546875,-0.05473010614514351,-0.014161004684865475,0.03510033339262009,0.3269559442996979,0.12135898321866989,-0.9372149109840393,0.006753742694854736,-0.03207981586456299,-0.0017041563987731934,0.984178232547552,-0.061806873176392225,0.16604952898147088,0.0009002542737999719
1667915995972351700,0.219351806640625,-0.07933984696865082,-0.017163585871458054,0.04254031926393509,0.32664012908935547,0.12128537148237228,-0.9373345971107483,0.0046586692333221436,-0.017769768834114075,0.004229128360748291,0.9842082535978579,-0.061817492868513534,0.16586534517007356,0.0011973614175362357
1667915995982324700,0.22932470703125,-0.06253183633089066,-0.02501458302140236,0.05055669695138931,0.3260549008846283,0.1215004250407219,-0.9375104904174805,0.0021005868911743164,-0.00522845983505249,0.011744439601898193,0.9842525691558587,-0.061975623041782016,0.1655409055299557,0.0015069072865678268
1667915995992298800,0.239298828125,-0.025576483458280563,-0.010411706753075123,0.042409420013427734,0.32549503445625305,0.1220402717590332,-0.9376348853111267,-0.003839820623397827,-0.0029301717877388,0.02303832769393921,0.9842837017848662,-0.062285286579582336,0.16523652722524187,0.0017324029363883775
1667915996002272000,0.24927197265625,0.008793475106358528,0.0010247057070955634,0.042540185153484344,0.32536226511001587,0.12255217880010605,-0.9376142024993896,-0.010970205068588257,-0.006081856787204742,0.02349066734313965,0.9842781735349975,-0.0625738160294418,0.16515878458700822,0.0019009076340911202
1667915996012246000,0.25924609375,0.0229396540671587,-0.0016779034631326795,0.039682745933532715,0.3255588710308075,0.12248773872852325,-0.9375543594360352,-0.010693758726119995,-0.006231024861335754,0.007760047912597656,0.9842626410694137,-0.06257265557084571,0.16524974522312286,0.002082051021832343
1667915996022219800,0.2692197265625,0.01705646514892578,-0.004552785772830248,0.045643165707588196,0.3260757327079773,0.12134519964456558,-0.9375233054161072,-0.0006210207939147949,-0.0036236420273780823,-0.0031352639198303223,0.9842541165735992,-0.06203927542711415,0.16549764588690952,0.002355390509072075
1667915996032193000,0.279193115234375,-0.006893874611705542,-0.0016491080168634653,0.04876851662993431,0.3265027105808258,0.11980284750461578,-0.9375730752944946,0.007527410984039307,0.0015655606985092163,0.0008054971694946289,0.9842658341912521,-0.061315214283416034,0.16569221094268402,0.0027101182756888442
1667915996042167000,0.2891669921875,-0.028839120641350746,-0.002254444407299161,0.051377348601818085,0.32683065533638,0.11866838485002518,-0.9376030564308167,0.0014926791191101074,0.00367659330368042,0.00898367166519165,0.9842723800641642,-0.06080131838779255,0.1658362381028084,0.0030805517651268377
1667915996052140000,0.29914013671875,-0.04300101101398468,-0.005118574481457472,0.0479113794863224,0.32704922556877136,0.11832012981176376,-0.9375708699226379,-0.00678253173828125,0.004833541810512543,0.013239264488220215,0.984263140729056,-0.06068077652637088,0.1659288956871647,0.0034098225452368625
1667915996062114000,0.309114013671875,-0.029747260734438896,0.0012711479794234037,0.038897112011909485,0.32724645733833313,0.1184893324971199,-0.9374806880950928,-0.010153591632843018,0.0025433748960494995,0.013240575790405273,0.9842393067967161,-0.060812205850664366,0.1660166454623048,0.0036689006484759146
1667915996072086800,0.319086669921875,-0.015154467895627022,0.002408417407423258,0.03456650674343109,0.3273767828941345,0.11871417611837387,-0.9374067187309265,-0.01452586054801941,0.006117969751358032,0.014600932598114014,0.9842197848982279,-0.06096069276562853,0.16607354681242237,0.003863535917878913
1667915996082060800,0.329060791015625,-0.0035119266249239445,0.011759575456380844,0.03461950272321701,0.32734137773513794,0.11871057748794556,-0.937419593334198,-0.017496436834335327,0.010867051780223846,0.008006691932678223,0.9842224064406968,-0.06098635112467833,0.16604482018289163,0.004028102799395028
1667915996092034800,0.339034912109375,0.0024535544216632843,0.01796705275774002,0.028980810195207596,0.3272181749343872,0.11856968700885773,-0.9374803900718689,-0.016778111457824707,0.007010146975517273,0.0060076117515563965,0.9842371667888686,-0.060937413428224584,0.16597117628060887,0.004169529969143271
1667915996102007800,0.3490078125,-0.0032413494773209095,0.0240385290235281,0.026623114943504333,0.327371209859848,0.11846578866243362,-0.9374400973320007,-0.01307070255279541,0.003497704863548279,0.007661044597625732,0.9842264065854947,-0.0609062761496585,0.16604329200836823,0.0042920801764368965
1667915996111981800,0.35898193359375,-0.007017711643129587,0.01943182572722435,0.028882138431072235,0.32781505584716797,0.11852383613586426,-0.9372776746749878,-0.011378347873687744,0.007727369666099548,0.007300257682800293,0.9841845602409109,-0.060961656224466775,0.16626741439447892,0.004424204141085575
1667915996121954800,0.368954833984375,-0.004487442318350077,0.01697639189660549,0.02385649085044861,0.3281458914279938,0.11865773051977158,-0.937144935131073,-0.011571824550628662,0.009699195623397827,-0.00027877092361450195,0.9841503267818068,-0.06105289332357347,0.16643340318093627,0.0045445161797793565
1667915996131928800,0.3789287109375,-0.004494633059948683,0.018406875431537628,0.022027209401130676,0.32820624113082886,0.1188618466258049,-0.9370979070663452,-0.015233248472213745,0.008610077202320099,-0.008138298988342285,0.9841380721762317,-0.061169837813273245,0.1664610639382829,0.00461755703025124
1667915996141902000,0.388902099609375,-0.007604139391332865,0.014600684866309166,0.019121699035167694,0.3281876742839813,0.11900128424167633,-0.9370867609977722,-0.01706099510192871,0.0050984397530555725,-0.005982756614685059,0.9841348528749346,-0.06125424679126383,0.16644682669678376,0.004696973433454321
1667915996151876000,0.3988759765625,0.004956925753504038,0.025284288451075554,0.03213080018758774,0.3280450403690338,0.11922410130500793,-0.9371083974838257,-0.020214229822158813,0.005791142582893372,-0.004130065441131592,0.9841399596645164,-0.06138145257590387,0.1663674643163582,0.004783917581711039
1667915996161848800,0.408848876953125,0.030439382418990135,0.024886146187782288,0.029333412647247314,0.3278283476829529,0.11936993151903152,-0.9371656179428101,-0.01818174123764038,0.009780451655387878,-0.004881501197814941,0.9841540902376582,-0.061467677826415,0.1662495431037104,0.0048643769034818485
1667915996171822800,0.41882275390625,0.04083476588129997,0.024723127484321594,0.02387291193008423,0.327610045671463,0.11921665817499161,-0.9372614622116089,-0.0130959153175354,0.009735360741615295,-0.005762219429016113,0.9841781814578332,-0.06139627066118592,0.166131766807589,0.004915016053766819
