time,seconds_elapsed,z,y,x
1667915995792200700,0.03920068359375,-0.11684066505134105,0.5946303189858794,0.21138415809869765
1667915995802275600,0.049275634765625,-0.062329322662949556,0.5144971902154386,0.21985855645537375
1667915995812350700,0.059350830078125,-0.10541560019552706,0.5625448895476758,0.23015257145464418
1667915995822425600,0.069425537109375,-0.11661270151436329,0.5296126340217888,0.2464040335536003
1667915995832500700,0.079500732421875,-0.12657470808029175,0.31411373408064247,0.21301497417092322
1667915995842576000,0.089575927734375,-0.18006956690251827,0.09669833299368619,0.12608195612728595
1667915995852650800,0.099650634765625,-0.1535597456395626,0.09378142263367771,0.2516512865573168
1667915995862724900,0.109724853515625,-0.0864396815687418,0.23689839245304464,0.40184009445905683
1667915995872799700,0.1197998046875,0.04477086961865425,0.3777972478315234,0.5458043287575245
1667915995882874600,0.12987451171875,0.14001228180229663,0.23369857349842785,0.5233405680149793
1667915995892949500,0.139949462890625,0.25688100390434265,0.10097674096524714,0.5133966816276312
1667915995903024600,0.150024658203125,0.3712538175374269,0.22710779693126676,0.4306470867484808
1667915995913099800,0.160099853515625,0.2658803029179573,0.37571108920723195,0.3890951791763305
1667915995923174700,0.170174560546875,0.18669103086888789,0.1699969395689666,0.21432196511626242
1667915995933248800,0.180248779296875,0.20612170752584932,-0.0735989046961069,-0.022479542833566665
1667915995943323600,0.19032373046875,0.3290226955294609,-0.08227467084378004,-0.004652794241905212
1667915995953398800,0.200398681640625,0.43187692080438134,-0.044622401058673856,-0.0064507835745811455
1667915995963474000,0.210473876953125,0.38315643677711486,0.08197101172208786,0.14039865077137947
1667915995973548500,0.220548583984375,0.20103227543234825,0.17795155183523892,0.2654676304638386
1667915995983623700,0.230623779296875,-0.06997545350193977,0.12070084761083125,0.22893092070519921
1667915995993698600,0.240698486328125,-0.04907996498942375,0.033147359581291676,0.18824059839844703
1667915996003772700,0.250772705078125,-0.04298924689888954,0.18433380021825432,0.2219739411741495
1667915996013847600,0.26084765625,0.0966132850587368,0.23068112537339328,0.1766518674135208
1667915996023922700,0.270922607421875,0.3702963706821203,0.041825317686051126,0.05283668717443943
1667915996033997800,0.280997802734375,0.7135036589086056,-0.062343497318774456,0.009801263046264648
1667915996044072700,0.29107275390625,0.7292278822630643,-0.1523095994479954,-0.12348667893707752
1667915996054147800,0.30114794921875,0.5824947677731513,-0.27953108099922536,-0.2097305456727743
1667915996064222500,0.311222412109375,0.4635124145179987,-0.19969006704315542,-0.20005846196413038
1667915996074296800,0.321296875,0.2845353190273046,-0.13105156123340128,-0.14657237097024917
1667915996084371700,0.331371826171875,0.020530746853351593,-0.013991262082010507,0.03791092072129249
1667915996094446600,0.341446533203125,-0.2959031007379293,0.10990838157013058,0.23014497267007827
